Snake#,Can#,Flight,Jday,date,OpenTime,CloseTime,Julian Open Time,Julian Closing Time,Jopen time Progressive,J close time Progressive,Latitude,Longitude,AltP_feet,AltP_meters,Radaralt_ft,Radaralt_m,SARP Year,Weather,Comments,H2 (ppbv)mult by 1.6,CH4 (ppmv),CO (ppbv),CO2_ppm,OCS (MS),DMS (MS),CFC-12 (C/D),CFC-11 (C/D),CFC-113 (D),CFC-114 (C/MS),H-1211 (C/D),H-1301 (C),H-2402 (D),HFC-152a (MS),HFC-134a (MS),HCFC-22 (MS),HCFC-142b,HCFC-141b (MS),HFC-227ea (MS),HCFC-124 (MS),HFC-365mfc (MS),CHCl3 (C/D),CH3CCl3 (C/MS),CCl4 (C/MS),CH2Cl2 (C/D/MS),C2HCl3 (D/MS),C2Cl4 (C/MS),CH3Cl (MS),CH3Br (C/MS),CH3I (C/D),CH2Br2 (D),CHBrCl2 (D),CHBr2Cl (D),CHBr3 (C/MS),"1,2-DCE (MS)",MeONO2 (C/D),EtONO2 (C/D),i-PrONO2 (D),n-PrONO2 (C),2-BuONO2 (D),3-PeONO2 (D),2-PeONO2 (D),3-Methyl-2-BuONO2 (D),Ethane (E),Ethene (E),Ethyne (E),Propane (E/B),Propene (E),i-Butane (E),n-Butane (E),i-Butene (E),1-Butene (E),trans-2-Butene (MS),cis-2-Butene (MS),i-Pentane (E),n-Pentane (E),1-Pentene,Isoprene (E/B),"1,3-Butadiene (B)",n-Hexane (E),n-Heptane (E),n-Octane (B),n-Nonane (B),n-Decane (B),"2,2-Dimethylbutane (B)","2,3-Dimethylbutane (MS)",2-Methylpentane (MS),3-Methylpentane (MS),2-Methylhexane (B),3-Methylhexane (B),"2,3-Dimethylpentane (B)","2,4-Dimethylpentane (B)",2-Methylheptane (B),3-Methylheptane (B),"2,2,4-Trimethylpentane (B)",Cyclopentane (B),Methylcyclopentane (B),Cyclohexane (B),Methylcylohexane (B),Benzene (E/MS),Toluene (B),Ethylbenzene (MS),m-Xylene (MS),p-Xylene (MS),m/p-Xylene (MS),o-Xylene (MS),Styrene (MS),i-Propylbenzene (MS),n-Propylbenzene (MS),3-Ethyltoluene (MS),4-Ethyltoluene (MS),2-Ethyltoluene (MS),"1,3,5-Trimethylbenzene (MS)","1,2,4-Trimethylbenzene (MS)","1,2,3-Trimethylbenzene (MS)",alpha-Pinene (MS),beta-Pinene (MS),EtCl (MS),Acetaldehyde (MS),Butanal (MS),Acetone (MS),Butanone (MS),Methanol (MS),Ethanol (MS),,,,,,,,,
5015,1038,4,176,6/25/14,17:32:35,17:33:14,176.731,176.731,41815.7310,41815.7314,36.315,-120.275,1503,,,,2014,,,,1.970,88,416,542,24.00,519,233,73.2,16.00,3.744,3.600,,,83.4,250,23.3,26.5,,,,15.58,4.080,84.20,49.35,0.463,1.877,525,8.99,0.366,0.918,0.260,,1.010,8.940,7.910,3.136,4.070,0.734,4.015,0.691,1.360,1.404,880,92,102,410,30,98,156,,,0,0,103,44,,0,,12,12,10,5,0,,6,15,11,,,,0,,,6,5,,,,24,31,3,,,6,0,,,5,11,4,,3,7,4,0,0,,1004,,,,4862,1110,,,,,,,,,
5018,1179,4,176,6/25/14,17:33:30,17:34:08,176.732,176.732,41815.7316,41815.7320,36.377,-120.3,1439,,,,2014,,,,1.872,80,412,584,6.00,526,237,72.0,17.00,3.761,3.760,,,85.7,277,26.1,27.9,,,,16.29,4.500,86.40,53.02,0.232,1.683,584,9.94,0.365,0.720,0.194,,0.685,8.950,6.849,2.868,3.150,0.393,2.262,0.522,1.115,1.860,692,72,62,176,7,30,44,,,0,0,41,18,,0,,3,10,6,0,4,,0,7,4,,,,0,,,4,0,,,,30,20,0,,,4,0,,,0,0,0,,0,0,0,0,0,,463,,,,3445,568,,,,,,,,,
5003,1058,4,176,6/25/14,17:36:00,17:36:38,176.733,176.734,41815.7333,41815.7338,36.523,-120.372,1324,,,,2014,,Opened 2x,,1.869,83,411,543,7.00,564,253,73.8,16.40,3.896,3.610,,,77.0,259,23.7,26.1,,,,15.78,4.190,84.50,45.68,0.252,1.599,543,9.58,0.367,0.869,0.229,,0.917,9.200,6.571,2.367,2.522,0.246,1.945,0.369,0.900,1.216,635,59,66,138,16,16,32,,,0,0,39,13,,0,,4,5,10,4,0,,0,7,4,,,,0,,,4,0,,,,16,23,0,,,4,0,,,0,0,0,,0,0,0,0,0,,659,,,,4144,1176,,,,,,,,,
5014,1080,4,176,6/25/14,17:38:00,17:38:36,176.735,176.735,41815.7347,41815.7351,36.643,-120.437,1258,,,,2014,,,,1.853,83,410,529,10.00,520,235,73.3,16.10,3.753,3.640,,,78.1,249,23.4,26.4,,,,14.98,4.100,83.90,49.91,0.328,1.728,515,10.04,0.494,1.014,0.188,,0.740,8.630,7.336,2.919,3.139,0.302,1.643,0.549,0.845,1.002,618,58,55,104,16,12,21,,,0,0,43,14,,0,,3,4,10,6,0,,0,7,0,,,,0,,,0,0,,,,12,18,0,,,3,0,,,0,0,0,,0,0,0,0,0,,1092,,,,4113,1302,,,,,,,,,
5019,2302,4,176,6/25/14,17:40:00,17:40:38,176.736,176.737,41815.7361,41815.7366,36.76,-120.5,1252,,,,2014,,mistake can,,1.868,82,408,550,12.00,549,248,74.7,16.50,3.841,3.720,,,80.7,258,24.9,29.0,,,,16.00,4.360,86.10,59.78,0.308,1.712,539,10.75,1.317,0.837,0.178,,0.604,8.890,8.281,5.407,4.754,1.195,2.364,0.336,0.767,1.131,606,154,54,112,57,14,23,,,0,0,29,13,,0,,5,10,9,24,0,,0,6,6,,,,0,,,0,0,,,,14,16,0,,,3,0,,,0,0,0,,0,0,0,0,0,,2902,,,,3797,1892,,,,,,,,,
5004,1020,4,176,6/25/14,17:43:00,17:44:06,176.738,176.739,41815.7382,41815.7390,36.927,-120.595,1261,,,,2014,,tried slow fill rate,,1.916,81,410,540,11.00,530,239,73.6,16.50,3.787,3.660,,,79.0,261,24.1,27.3,,,,15.91,4.110,83.90,46.53,0.285,1.712,539,12.75,0.396,0.879,0.227,,0.871,8.600,6.416,2.399,2.531,0.202,1.990,0.442,0.942,0.960,659,61,66,172,25,19,37,,,0,0,67,19,,21,,8,11,6,4,0,,4,11,4,,,,11,,,8,7,,,,13,26,3,,,6,0,,,0,0,0,,0,0,0,0,0,,712,,,,4138,1843,,,,,,,,,
5013,8177,4,176,6/25/14,17:45:00,17:45:35,176.740,176.740,41815.7396,41815.7400,37.042,-120.66,1254,,,,2014,,back to fast fill rate,,1.915,79,408,528,21.00,519,232,72.1,16.30,3.732,3.610,,,78.2,252,23.3,26.0,,,,15.29,4.140,83.70,49.21,0.268,1.552,525,12.07,0.444,0.812,0.208,,0.902,8.690,7.039,3.138,2.997,0.389,2.519,0.377,1.143,1.165,618,56,58,114,20,11,25,,,0,0,40,15,,4,,5,10,13,0,0,,0,7,5,,,,0,,,8,0,,,,12,18,0,,,4,0,,,0,0,0,,0,0,0,0,0,,724,,,,3799,1986,,,,,,,,,
5020,1211,4,176,6/25/14,17:47:00,17:47:36,176.741,176.741,41815.7410,41815.7414,37.155,-120.723,2009,,,,2014,,,,1.860,80,411,543,3.00,519,234,72.2,16.40,3.742,3.690,,,80.1,258,24.7,27.4,,,,15.25,4.120,83.80,53.72,0.156,1.632,535,8.88,0.255,0.680,0.140,,0.454,9.540,6.151,1.815,1.730,0.155,0.862,0.140,0.322,1.080,644,31,52,58,8,10,5,,,0,0,8,4,,6,,0,11,10,5,0,,0,0,0,,,,0,,,6,0,,,,22,9,0,,,0,0,,,0,0,0,,0,0,0,0,0,,314,,,,1271,509,,,,,,,,,
5005,2120,4,176,6/25/14,17:48:00,17:48:36,176.742,176.742,41815.7417,41815.7421,37.22,-120.755,1979,,,,2014,,,,1.930,85,412,584,8.00,519,233,72.1,16.80,3.751,3.670,,,84.6,277,26.1,32.0,,,,15.96,4.240,85.70,47.24,0.272,1.775,575,24.13,0.328,0.727,0.183,,0.626,9.550,6.622,2.481,2.659,0.279,1.816,0.357,0.850,0.290,677,70,66,169,45,17,20,,,0,0,37,15,,9,,7,9,6,4,0,,0,7,3,,,,0,,,4,0,,,,12,20,0,,,4,0,,,0,0,0,,0,0,0,0,0,,664,,,,2233,1161,,,,,,,,,
5012,2079,4,176,6/25/14,17:48:45,17:49:22,176.742,176.743,41815.7422,41815.7426,37.267,-120.78,1975,,,,2014,,over N. Dairy,,1.888,81,411,531,3.00,522,235,72.8,16.20,3.765,3.630,,,78.4,252,23.0,27.7,,,,14.66,4.010,83.50,49.07,0.264,1.667,519,13.06,0.318,0.702,0.219,,0.637,9.280,5.933,2.051,1.947,0.293,1.638,0.172,0.467,0.940,654,37,53,95,18,10,8,,,0,0,19,10,,6,,0,9,10,3,0,,0,4,0,,,,0,,,6,0,,,,13,16,0,,,0,0,,,0,0,0,,0,0,0,0,0,,523,,,,1328,1260,,,,,,,,,
5021,1008,4,176,6/25/14,17:49:35,17:50:12,176.743,176.743,41815.7428,41815.7432,37.313,-120.802,1986,,,,2014,,,,1.877,80,411,533,1.00,519,234,72.6,16.10,3.750,3.750,,,79.6,255,24.1,27.0,,,,15.90,4.250,83.60,51.47,0.173,1.704,515,7.94,0.263,0.676,0.158,,0.433,9.280,6.407,2.040,1.742,0.153,1.080,0.216,0.554,0.502,652,32,52,87,16,8,13,,,0,0,17,9,,0,,3,8,8,6,0,,0,4,0,,,,0,,,0,0,,,,16,12,0,,,0,0,,,0,0,0,,0,0,0,0,0,,280,,,,1214,643,,,,,,,,,
5011,1061,4,176,6/25/14,17:51:30,17:52:07,176.744,176.745,41815.7441,41815.7445,37.338,-120.693,1964,,,,2014,,,,1.912,86,414,543,6.00,526,238,73.5,16.60,3.782,3.620,,,82.1,271,24.3,29.3,,,,15.61,4.100,83.90,47.80,0.233,2.053,529,98.22,0.281,0.667,0.178,,0.633,9.010,6.654,2.020,1.812,0.219,1.202,0.341,0.698,0.461,676,52,66,142,24,18,26,,,0,0,39,12,,10,,13,4,6,3,0,,0,8,5,,,,0,,,6,3,,,,13,21,0,,,5,0,,,0,0,0,,0,0,0,0,0,,390,,,,1673,651,,,,,,,,,
5022,1249,4,176,6/25/14,17:53:00,17:53:37,176.745,176.746,41815.7451,41815.7456,37.248,-120.728,1987,,,,2014,,,,1.897,83,413,531,6.00,519,235,71.7,16.10,3.746,3.710,,,81.7,257,24.6,27.6,,,,15.61,4.070,82.90,51.89,0.203,1.579,518,14.87,0.273,0.668,0.165,,0.425,8.870,6.694,2.083,1.906,0.219,1.143,0.279,0.489,0.791,666,42,56,124,18,15,16,,,0,0,23,11,,0,,4,8,9,4,0,,0,5,4,,,,0,,,4,0,,,,15,16,0,,,3,0,,,0,0,0,,0,0,0,0,0,,368,,,,1258,770,,,,,,,,,
5007,1227,4,176,6/25/14,17:54:00,17:52:38,176.746,176.745,41815.7458,41815.7449,37.185,-120.727,1977,,,,2014,,,,1.859,80,410,542,2.00,519,231,71.4,16.10,3.718,3.460,,,74.5,250,23.4,27.0,,,,14.60,3.970,83.80,46.25,0.147,1.625,505,8.47,0.199,0.630,0.146,,0.521,10.360,5.440,1.572,1.435,0.098,0.675,0.175,0.290,0.566,635,14,51,45,8,5,4,,,0,0,7,5,,8,,0,13,7,5,0,,0,0,0,,,,0,,,4,0,,,,9,11,0,,,0,0,,,0,0,0,,0,0,0,0,0,,271,,,,1650,412,,,,,,,,,
5010,1271,4,176,6/25/14,17:55:00,17:55:36,176.747,176.747,41815.7465,41815.7469,37.123,-120.702,1298,,,,2014,,,,1.896,89,410,563,19.00,535,241,74.4,16.40,3.809,3.670,,,79.7,264,24.5,29.0,,,,15.25,4.220,84.80,46.11,0.211,1.533,587,13.06,0.491,0.832,0.184,,0.924,8.770,6.725,2.488,2.500,0.231,1.748,0.343,0.729,0.269,612,43,52,113,9,15,28,,,0,0,41,13,,0,,4,9,5,5,0,,0,7,5,,,,0,,,8,3,,,,11,17,0,,,5,0,,,0,0,0,,0,0,0,0,0,,737,,,,2945,2159,,,,,,,,,
5023,1184,4,176,6/25/14,17:56:00,17:56:37,176.747,176.748,41815.7472,41815.7477,37.063,-120.668,1141,,,,2014,,,,1.934,79,408,520,22.00,520,231,71.5,16.20,3.716,3.550,,,78.9,250,24.3,27.7,,,,15.28,4.000,83.40,48.79,0.336,1.599,527,11.47,0.454,0.710,0.185,,0.634,7.850,8.130,3.152,2.786,0.362,2.292,0.374,0.980,0.974,615,55,51,120,30,12,27,,,0,0,40,16,,3,,6,10,5,5,0,,0,7,3,,,,0,,,5,0,,,,12,17,0,,,3,0,,,0,0,0,,0,0,0,0,0,,625,,,,2287,1215,,,,,,,,,
5008,1159,4,176,6/25/14,17:57:00,17:57:37,176.748,176.748,41815.7479,41815.7483,37.008,-120.639,1141,,,,2014,,,,1.919,73,403,522,17.00,522,235,72.7,16.20,3.759,3.590,,,75.8,247,23.7,28.5,,,,15.33,4.050,83.20,45.54,0.305,1.628,515,12.51,0.423,0.960,0.214,,0.943,8.500,6.901,3.240,3.364,0.424,2.096,0.460,1.039,1.053,641,74,60,159,32,19,30,,,0,0,54,20,,23,,7,11,4,0,0,,3,10,5,,,,0,,,0,0,,,,13,22,3,,,5,0,,,0,3,0,,0,0,0,0,0,,1058,,,,4690,2198,,,,,,,,,
5009,1024,4,176,6/25/14,17:58:00,17:58:37,176.749,176.749,41815.7486,41815.7490,36.945,-120.598,1146,,,,2014,,,,1.928,77,411,610,11.00,531,240,74.3,17.30,3.795,3.670,,,91.2,291,26.4,31.5,,,,16.66,4.380,85.80,49.77,0.276,1.796,618,15.41,0.412,0.727,0.236,,1.023,8.920,7.530,2.836,3.210,0.297,2.340,0.482,1.120,1.224,649,55,66,165,15,19,34,,,0,0,60,22,,6,,8,5,8,5,5,,4,11,5,,,,0,,,4,0,,,,15,30,5,,,10,4,,,5,4,3,,3,6,7,0,5,,778,,,,4275,1694,,,,,,,,,
5024,1090,4,176,6/25/14,17:59:00,17:59:35,176.749,176.750,41815.7493,41815.7497,36.882,-120.567,1175,,,,2014,,,,1.904,82,408,562,11.00,520,230,73.0,16.10,3.765,3.610,,,78.2,248,23.8,28.5,,,,16.29,4.160,84.70,56.40,0.310,1.755,523,11.78,0.552,0.774,0.163,,2.940,8.600,8.654,6.666,5.056,0.488,2.449,0.345,1.051,1.345,642,48,57,158,15,14,22,,,0,0,41,16,,0,,5,8,4,11,5,,0,8,4,,,,0,,,7,0,,,,16,19,0,,,3,0,,,0,0,0,,0,0,0,0,0,,933,,,,2143,1153,,,,,,,,,
0916,2084,4,176,6/25/14,18:02:05,18:02:37,176.751,176.752,41815.7514,41815.7518,36.692,-120.458,1219,,,,2014,,,,1.861,73,415,525,9.00,525,238,73.6,16.20,3.778,3.660,,,72.5,240,22.9,27.2,,,,14.50,3.860,87.80,45.97,0.215,1.492,500,9.34,0.491,0.908,0.176,,0.847,8.070,6.500,2.404,2.364,0.218,1.603,0.306,0.748,1.317,631,36,52,159,11,9,21,,,0,0,35,12,,4,,3,4,16,20,4,,0,6,4,,,,0,,,4,0,,,,10,17,0,,,5,0,,,0,0,0,,0,0,0,0,0,,433,,,,2547,902,,,,,,,,,
0917,1096,4,176,6/25/14,18:04:00,18:04:39,176.753,176.753,41815.7528,41815.7532,36.572,-120.383,1227,,,,2014,,,,1.859,77,413,600,7.00,542,242,74.7,17.10,3.818,3.750,,,82.1,277,25.5,29.7,,,,15.60,4.020,84.30,55.27,0.222,1.632,579,9.49,0.344,0.826,0.180,,0.774,9.000,6.836,2.688,3.148,0.351,1.769,0.412,0.990,0.985,648,38,64,113,6,15,19,,,0,0,35,11,,0,,9,4,9,6,7,,0,6,8,,,,0,,,6,0,,,,12,18,4,,,8,3,,,5,4,3,,4,5,7,0,0,,437,,,,4978,1036,,,,,,,,,
0902,1121,4,176,6/25/14,18:06:00,18:06:39,176.754,176.755,41815.7542,41815.7546,36.452,-120.33,1305,,,,2014,,,,1.867,78,416,547,5.00,522,236,72.8,16.80,3.767,3.380,,,80.9,265,25.7,30.0,,,,15.68,3.970,85.40,45.68,0.615,1.857,551,9.77,0.402,0.737,0.227,,0.983,9.490,6.389,2.747,3.255,0.389,2.758,0.371,0.992,1.189,682,55,67,150,7,15,24,,,0,0,40,14,,0,,3,5,10,7,0,,0,7,0,,,,5,,,3,0,,,,13,23,3,,,5,0,,,0,0,0,,0,0,0,0,0,,632,,,,4644,790,,,,,,,,,
0915,2111,4,176,6/25/14,18:08:00,18:08:38,176.756,176.756,41815.7556,41815.7560,36.328,-120.275,1378,,,,2014,,,,1.920,79,417,520,17.00,526,238,73.5,16.10,3.790,3.650,,,74.4,245,23.3,28.1,,,,15.35,3.780,82.90,52.03,0.364,1.759,510,8.76,0.351,0.786,0.242,,0.896,9.000,6.861,2.907,3.865,0.607,4.200,0.791,1.936,1.305,903,71,100,414,24,100,156,,,0,0,94,40,,4,,11,12,13,9,4,,6,13,11,,,,6,,,4,7,,,,19,31,4,,,8,4,,,7,16,6,,6,11,7,0,0,,754,,,,4915,998,,,,,,,,,
0918,2197,4,176,6/25/14,18:08:46,18:09:21,176.756,176.756,41815.7561,41815.7565,36.277,-120.25,1388,,,,2014,,,,1.867,82,411,542,5.00,528,237,73.2,16.20,3.779,3.700,,,78.7,257,24.3,28.0,,,,16.23,3.910,83.00,55.98,0.271,1.833,542,8.97,0.328,0.895,0.313,,0.735,8.910,6.799,2.688,3.624,0.431,3.537,0.781,1.804,2.175,932,67,83,392,18,98,141,,,0,0,88,37,,4,,9,9,9,5,4,,7,13,12,,,,0,,,0,3,,,,15,20,0,,,5,0,,,0,0,0,,0,0,0,0,0,,557,,,,4214,558,,,,,,,,,
0903,2157,4,176,6/25/14,18:09:30,18:10:10,176.757,176.757,41815.7566,41815.7571,36.222,-120.23,1502,,,,2014,,,,1.880,79,420,523,4.00,519,235,72.5,16.40,3.758,3.380,,,75.0,247,24.7,27.7,,,,15.23,3.910,83.40,45.40,0.281,1.809,518,8.80,0.320,0.756,0.224,,0.935,8.850,6.970,2.726,3.384,0.424,2.917,0.543,1.270,2.040,783,65,62,256,5,40,67,,,0,0,42,19,,0,,5,7,7,12,12,,0,6,0,,,,0,,,3,5,,,,12,19,4,,,7,0,,,0,0,0,,0,0,0,0,0,,561,,,,2855,486,,,,,,,,,
0919,2108,4,176,6/25/14,18:10:20,18:10:58,176.757,176.758,41815.7572,41815.7576,36.185,-120.208,1480,,,,2014,,,,1.893,87,409,538,5.00,531,239,74.3,16.50,3.795,3.730,,,77.7,248,24.4,28.0,,,,16.35,3.930,83.60,56.12,0.230,1.654,528,9.26,0.327,0.829,0.239,,0.758,8.910,6.803,2.647,3.286,0.366,2.833,0.600,1.395,1.500,812,60,72,258,4,44,69,,,0,0,45,19,,0,,6,9,8,9,4,,0,8,7,,,,0,,,7,4,,,,12,21,3,,,7,0,,,0,0,0,,0,0,0,0,0,,556,,,,4679,634,,,,,,,,,
0904,2308,4,176,6/25/14,18:12:00,18:12:39,176.758,176.759,41815.7583,41815.7588,36.078,-120.17,2643,,,,2014,,oil wells,,1.860,75,416,537,0.00,521,235,72.9,16.10,3.760,3.430,,,71.8,243,24.3,26.4,,,,14.93,3.770,82.70,45.97,0.183,1.656,504,8.00,0.205,0.718,0.155,,0.638,10.110,5.996,1.941,1.939,0.153,2.015,0.328,0.733,1.550,803,16,47,163,9,51,77,,,0,0,37,19,,3,,4,8,15,7,5,,0,4,4,,,,0,,,0,0,,,,7,11,0,,,4,0,,,0,0,0,,0,0,0,0,0,,331,,,,890,156,,,,,,,,,
0913,1224,4,176,6/25/14,18:14:00,18:14:40,176.760,176.760,41815.7597,41815.7602,35.947,-120.107,2527,,,,2014,,,,1.864,75,417,543,0.00,526,239,73.7,16.50,3.801,3.690,,,74.7,254,24.2,28.1,,,,15.10,3.990,87.50,50.06,0.283,1.825,522,9.21,0.272,0.887,0.197,,0.687,9.120,6.627,2.485,2.674,0.327,2.148,0.516,1.189,0.777,849,40,58,216,12,38,64,,,0,0,38,20,,0,,6,9,8,7,14,,0,7,0,,,,0,,,5,5,,,,13,18,0,,,4,0,,,0,0,0,,0,0,0,0,0,,516,,,,1754,354,,,,,,,,,
0920,2142,4,176,6/25/14,18:16:00,18:16:39,176.761,176.762,41815.7611,41815.7616,35.817,-120.065,1851,,,,2014,,oil fields,,1.858,83,413,523,0.00,526,238,73.5,16.20,3.786,3.680,,,77.0,245,23.4,27.3,,,,15.04,3.890,87.80,56.12,0.284,1.758,508,8.50,0.252,0.818,0.160,,0.702,8.600,6.534,2.297,2.708,0.295,2.842,0.639,1.481,1.191,1437,40,63,667,0,120,259,,,0,0,85,60,,0,,13,10,12,4,4,,4,13,10,,,,0,,,0,11,,,,12,16,0,,,4,0,,,0,0,0,,0,0,0,0,0,,441,,,,1993,334,,,,,,,,,
0905,1065,4,176,6/25/14,18:18:00,18:18:40,176.763,176.763,41815.7625,41815.7630,35.7,-120,1607,,,,2014,,,,1.915,85,412,540,2.00,520,232,72.0,16.50,3.752,3.410,,,80.8,259,24.2,29.3,,,,14.86,4.030,84.60,48.79,0.249,2.110,535,8.89,0.309,0.836,0.218,,0.868,8.930,6.651,3.285,5.663,0.621,10.226,2.266,5.437,1.360,3014,62,78,1641,14,266,641,,,0,0,214,157,,0,,42,22,12,13,9,,11,45,34,,,,0,,,38,37,,,,24,36,5,,,11,4,,,0,3,0,,3,5,0,0,0,,940,,,,2393,546,,,,,,,,,
0912,2071,4,176,6/25/14,18:20:00,18:20:34,176.764,176.764,41815.7639,41815.7643,35.662,-119.892,1651,,,,2014,,,,1.938,90,418,558,2.00,520,236,72.7,16.50,3.768,3.660,,,82.7,263,26.0,32.0,,,,16.39,4.100,85.10,55.27,0.347,2.100,552,9.74,0.329,0.910,0.280,,0.800,9.620,7.038,3.356,5.796,0.609,10.031,2.441,5.637,4.330,3371,60,78,1475,18,237,550,,,0,0,192,147,,0,,39,24,14,19,16,,9,42,30,,,,8,,,41,28,,,,25,45,7,,,15,6,,,0,3,0,,0,5,0,0,0,,958,,,,2588,682,,,,,,,,,
0921,1105,4,176,6/25/14,18:22:00,18:22:39,176.765,176.766,41815.7653,41815.7657,35.763,-119.787,1305,,,,2014,,,,1.868,88,412,514,2.00,525,238,73.5,16.20,3.791,3.690,,,77.3,243,23.3,26.7,,,,15.60,3.830,82.80,53.02,0.244,1.818,497,8.02,0.287,0.868,0.231,,0.718,8.490,6.734,2.681,3.566,0.440,4.210,1.024,2.409,4.162,1361,42,70,537,13,88,184,,,0,0,70,43,,0,,15,11,10,11,11,,0,13,11,,,,0,,,6,7,,,,13,18,3,,,4,0,,,4,5,5,,0,4,4,0,0,,406,,,,2276,332,,,,,,,,,
0906,2133,4,176,6/25/14,18:24:00,18:24:39,176.767,176.767,41815.7667,41815.7671,35.845,-119.66,1243,,,,2014,,,,1.871,72,409,564,0.00,526,237,72.8,16.60,3.781,3.400,,,76.8,260,24.5,28.6,,,,14.86,3.850,84.10,44.13,0.184,1.674,550,11.06,0.338,0.726,0.189,,0.855,8.820,6.026,2.276,2.378,0.260,1.893,0.407,0.970,2.082,703,30,52,131,0,21,30,,,0,0,23,10,,0,,0,5,3,7,8,,0,3,0,,,,0,,,26,0,,,,9,12,0,,,8,0,,,0,0,0,,0,4,0,0,0,,304,,,,1682,388,,,,,,,,,
0911,2152,4,176,6/25/14,18:26:00,18:26:37,176.768,176.768,41815.7681,41815.7685,35.93,-119.525,1216,,,,2014,,,,1.927,73,416,552,4.00,524,238,73.4,16.50,4.181,3.660,,,77.3,258,25.2,30.1,,,,15.70,4.200,84.80,50.48,0.329,1.695,537,11.05,0.335,0.911,0.265,,0.829,8.880,6.477,2.582,2.900,0.328,2.053,0.443,0.993,1.070,716,31,58,151,7,22,25,,,0,0,24,10,,0,,0,4,8,12,16,,0,4,0,,,,4,,,0,0,,,,11,19,5,,,12,5,,,0,0,0,,0,5,3,0,0,,519,,,,4310,1729,,,,,,,,,
0922,1181,4,176,6/25/14,18:28:00,18:28:37,176.769,176.770,41815.7694,41815.7699,36.017,-119.383,1224,,,,2014,,,,2.090,87,411,524,13.00,527,239,73.0,16.20,4.201,3.690,,,81.3,259,24.4,28.1,,,,17.13,3.940,83.20,57.95,0.340,1.716,508,13.71,0.332,0.702,0.232,,0.711,8.320,7.076,3.036,3.919,0.484,3.255,0.586,1.380,1.229,758,50,75,332,11,33,31,,,0,0,44,19,,0,,205,4,5,5,0,,15,100,106,,,,0,,,19,3,,,,13,25,0,,,5,0,,,0,0,0,,0,0,0,0,0,,781,,,,6864,3253,,,,,,,,,
0907,2126,4,176,6/25/14,18:30:00,18:30:38,176.771,176.771,41815.7708,41815.7713,36.09,-119.27,1411,,,,2014,,dairies,,2.165,83,405,563,25.00,520,234,72.7,16.60,4.168,3.140,,,85.0,272,25.1,30.6,,,,17.28,3.960,84.40,51.04,0.370,2.197,521,11.92,0.331,0.725,0.227,,0.836,9.230,6.818,3.625,3.879,0.535,4.116,0.525,1.467,1.712,769,69,96,348,24,43,37,,,0,0,65,23,,0,,13,10,8,25,11,,4,13,9,,,,3,,,21,4,,,,17,37,5,,,12,4,,,0,0,0,,0,3,0,0,0,,1133,,,,5901,3308,,,,,,,,,
0910,2158,4,176,6/25/14,18:32:00,18:32:39,176.772,176.773,41815.7722,41815.7727,36.185,-119.2,1385,,,,2014,,dairies still,,2.121,97,401,524,20.00,527,239,73.1,15.90,4.212,3.350,,,81.0,259,24.0,29.6,,,,17.80,4.030,83.70,54.00,0.452,2.193,501,9.39,0.335,0.777,0.231,,0.827,8.760,7.456,3.679,4.340,0.532,3.256,0.840,1.951,2.123,773,75,105,350,8,49,41,,,0,0,85,37,,8,,13,11,14,11,17,,4,16,11,,,,4,,,5,0,,,,20,46,8,,,19,6,,,0,3,0,,4,6,0,0,0,,1176,,,,4455,4201,,,,,,,,,
0923,2056,4,176,6/25/14,18:34:00,18:34:40,176.774,176.774,41815.7736,41815.7741,36.288,-119.287,2060,,,,2014,,over city,,1.936,99,414,517,7.00,532,241,74.3,16.30,4.232,3.420,,,86.0,277,23.4,28.4,,,,18.45,4.020,87.60,70.50,0.979,2.815,504,10.62,0.333,0.888,0.221,,0.719,8.490,7.324,3.059,4.269,0.555,3.080,0.791,1.932,2.522,829,105,141,597,13,169,62,,,0,0,117,40,,56,,38,15,6,5,0,,8,25,21,,,,7,,,17,6,,,,22,55,7,,,14,5,,,0,0,0,,0,0,0,0,0,,791,,,,3923,2824,,,,,,,,,
0908,1013,4,176,6/25/14,18:36:00,18:36:38,176.775,176.775,41815.7750,41815.7754,36.408,-119.363,1309,,,,2014,,large dairy,,1.957,93,412,536,7.00,529,237,73.9,16.40,4.223,3.140,,,90.0,266,24.6,30.8,,,,20.19,4.000,84.40,55.84,0.501,2.244,634,38.25,0.452,1.132,0.364,,2.943,8.930,6.971,3.495,4.890,0.651,3.641,2.054,2.753,2.558,898,246,243,628,112,87,91,,,0,5,105,59,,42,,19,19,38,41,6,,5,21,18,,,,15,,,15,5,,,,27,57,7,,,11,4,,,0,0,0,,0,0,0,0,0,,1369,,,,2984,2018,,,,,,,,,
0909,1104,4,176,6/25/14,18:38:00,18:38:40,176.776,176.777,41815.7764,41815.7769,36.513,-119.432,1367,,,,2014,,,,1.944,102,415,560,3.00,526,238,74.3,16.60,4.414,3.320,,,106.8,297,26.5,31.4,,,,18.53,4.190,84.10,62.89,0.680,2.680,556,17.53,0.345,0.716,0.237,,1.044,8.810,7.456,3.545,5.984,0.646,4.173,1.407,3.383,3.357,904,123,183,638,14,123,76,,,0,0,140,56,,13,,16,11,10,8,11,,7,26,17,,,,11,,,21,6,,,,32,67,10,,,17,6,,,6,6,4,,5,7,8,3,0,,1044,,,,3053,2566,,,,,,,,,
