Snake#,Can#,Flight,Jday,date,OpenTime,CloseTime,Julian Open Time,Julian Closing Time,Jopen time Progressive,J close time Progressive,Latitude,Longitude,AltP_feet,AltP_meters,Radaralt_ft,Radaralt_m,SARP Year,Weather,Comments,H2 (ppbv)mult by 1.6,CH4 (ppmv),CO (ppbv),CO2_ppm,OCS (MS),DMS (MS),CFC-12 (C/D),CFC-11 (C/D),CFC-113 (D),CFC-114 (C/MS),H-1211 (C/D),H-1301 (C),H-2402 (D),HFC-152a (MS),HFC-134a (MS),HCFC-22 (MS),HCFC-142b,HCFC-141b (MS),HFC-227ea (MS),HCFC-124 (MS),HFC-365mfc (MS),CHCl3 (C/D),CH3CCl3 (C/MS),CCl4 (C/MS),CH2Cl2 (C/D/MS),C2HCl3 (D/MS),C2Cl4 (C/MS),CH3Cl (MS),CH3Br (C/MS),CH3I (C/D),CH2Br2 (D),CHBrCl2 (D),CHBr2Cl (D),CHBr3 (C/MS),"1,2-DCE (MS)",MeONO2 (C/D),EtONO2 (C/D),i-PrONO2 (D),n-PrONO2 (C),2-BuONO2 (D),3-PeONO2 (D),2-PeONO2 (D),3-Methyl-2-BuONO2 (D),Ethane (E),Ethene (E),Ethyne (E),Propane (E/B),Propene (E),i-Butane (E),n-Butane (E),i-Butene (E),1-Butene (E),trans-2-Butene (MS),cis-2-Butene (MS),i-Pentane (E),n-Pentane (E),1-Pentene,Isoprene (E/B),"1,3-Butadiene (B)",n-Hexane (E),n-Heptane (E),n-Octane (B),n-Nonane (B),n-Decane (B),"2,2-Dimethylbutane (B)","2,3-Dimethylbutane (MS)",2-Methylpentane (MS),3-Methylpentane (MS),2-Methylhexane (B),3-Methylhexane (B),"2,3-Dimethylpentane (B)","2,4-Dimethylpentane (B)",2-Methylheptane (B),3-Methylheptane (B),"2,2,4-Trimethylpentane (B)",Cyclopentane (B),Methylcyclopentane (B),Cyclohexane (B),Methylcylohexane (B),Benzene (E/MS),Toluene (B),Ethylbenzene (MS),m-Xylene (MS),p-Xylene (MS),m/p-Xylene (MS),o-Xylene (MS),Styrene (MS),i-Propylbenzene (MS),n-Propylbenzene (MS),3-Ethyltoluene (MS),4-Ethyltoluene (MS),2-Ethyltoluene (MS),"1,3,5-Trimethylbenzene (MS)","1,2,4-Trimethylbenzene (MS)","1,2,3-Trimethylbenzene (MS)",alpha-Pinene (MS),beta-Pinene (MS),EtCl (MS),Acetaldehyde (MS),Butanal (MS),Acetone (MS),Butanone (MS),Methanol (MS),Ethanol (MS),,,,,,,,,
2320,4179,4,176,6/25/14,16:46:00,16:46:34,176.699,176.699,41815.6986,41815.6990,34.215,-119.788,12300,,,,2014,,,,1.816,61,413,533,0.00,518,230,71.8,16.40,3.748,3.590,,,68.7,238,23.6,23.8,,,,11.19,3.750,83.20,38.49,0.091,0.978,517,7.54,0.022,0.619,0.114,,0.453,6.800,5.138,0.821,1.013,0.031,0.320,0.142,0.217,0.321,535,4,31,20,0,0,0,,,0,0,0,0,,0,,4,0,0,0,4,,0,0,0,,,,0,,,4,0,,,,4,0,0,,,0,0,,,0,0,0,,0,0,0,0,0,,220,,,,554,219,,,,,,,,,
2305,8192,4,176,6/25/14,16:47:00,16:47:43,176.699,176.700,41815.6993,41815.6998,34.162,-119.868,10600,,,,2014,,,,1.840,93,413,532,0.00,519,233,71.8,16.20,3.729,3.690,,,71.7,243,23.5,26.0,,,,16.26,3.820,83.10,56.12,0.261,1.802,528,7.96,0.053,0.763,0.159,,0.454,11.590,4.923,1.804,2.375,0.091,1.366,0.373,0.421,0.121,793,4,78,53,0,0,8,,,0,0,0,0,,0,,7,3,0,6,0,,0,0,0,,,,0,,,6,0,,,,12,0,0,,,0,0,,,0,0,0,,0,0,0,0,0,,440,,,,712,,,,,,,,,,
2312,6252,4,176,6/25/14,16:48:00,16:48:40,176.700,176.700,41815.7000,41815.7005,34.163,-119.963,9400,,,,2014,,,,1.854,88,407,575,0.00,530,237,72.9,16.40,3.775,3.670,,,76.9,257,24.3,24.3,,,,16.40,3.700,83.60,54.99,0.120,1.715,543,8.18,0.048,0.688,0.165,,0.464,10.850,4.568,1.851,2.028,0.092,1.358,0.281,0.331,0.392,897,0,105,63,0,0,8,,,0,0,0,0,,0,,3,0,0,0,0,,0,0,0,,,,0,,,0,0,,,,12,0,0,,,0,0,,,0,0,0,,0,0,0,0,0,,174,,,,409,,,,,,,,,,
2321,4189,4,176,6/25/14,16:49:00,16:49:39,176.701,176.701,41815.7007,41815.7011,34.167,-120.055,8500,,,,2014,,,,1.848,87,411,546,0.00,519,233,71.6,16.50,3.785,3.610,,,73.5,255,23.9,25.2,,,,16.68,3.920,84.40,60.35,0.130,2.009,540,8.15,0.036,0.864,0.139,,0.576,11.460,5.043,1.831,2.585,0.105,1.325,0.274,0.352,0.222,872,4,83,54,0,0,3,,,0,0,0,0,,0,,5,0,13,0,0,,0,0,7,,,,0,,,4,0,,,,11,0,0,,,0,0,,,0,0,0,,0,0,0,0,0,,311,,,,1008,126,,,,,,,,,
2306,8127,4,176,6/25/14,16:50:00,16:50:38,176.701,176.702,41815.7014,41815.7018,34.168,-120.148,7200,,,,2014,,,,1.840,82,412,558,0.00,525,237,73.4,16.30,3.757,3.620,,,74.6,253,23.4,26.1,,,,14.95,3.800,87.90,56.26,0.194,1.617,535,8.05,0.047,0.762,0.144,,0.409,11.380,4.649,1.531,2.032,0.052,0.773,0.291,0.219,0.262,657,5,51,27,0,0,0,,,0,0,0,0,,0,,7,0,8,6,0,,0,0,0,,,,0,,,13,0,,,,6,0,0,,,0,0,,,0,0,0,,0,0,0,0,0,,364,,,,625,,,,,,,,,,
2311,6034,4,176,6/25/14,16:51:00,16:51:36,176.702,176.703,41815.7021,41815.7025,34.17,-120.232,6100,,,,2014,,,,1.844,89,412,568,0.00,526,236,72.7,16.40,3.765,3.680,,,75.9,260,24.8,24.0,,,,14.93,3.740,83.80,56.54,0.094,1.707,562,8.28,0.054,0.665,0.137,,0.535,10.710,4.717,1.536,1.475,0.059,0.735,0.188,0.203,0.170,683,4,64,39,0,9,0,,,0,0,0,0,,0,,4,0,6,0,0,,0,0,0,,,,0,,,0,0,,,,6,0,0,,,0,0,,,0,0,0,,0,0,0,0,0,,206,,,,435,,,,,,,,,,
2322,4084,4,176,6/25/14,16:52:00,16:52:34,176.703,176.703,41815.7028,41815.7032,34.17,-120.322,4500,,,,2014,,,,1.856,84,412,550,0.00,519,235,72.5,16.40,3.734,3.580,,,72.9,250,23.8,24.2,,,,15.98,3.800,83.40,58.37,0.175,1.828,526,8.32,0.137,0.715,0.139,,0.671,10.680,5.709,1.731,1.829,0.070,0.917,0.249,0.323,0.152,742,6,56,45,0,5,8,,,0,0,0,0,,0,,6,0,0,6,0,,0,0,0,,,,0,,,0,0,,,,7,0,0,,,0,0,,,0,0,0,,0,0,0,0,0,,228,,,,603,136,,,,,,,,,
2307,8100,4,176,6/25/14,16:53:00,16:53:33,176.703,176.704,41815.7035,41815.7039,34.173,-120.407,3050,,,,2014,,,,1.850,81,409,521,0.00,521,235,72.5,16.10,3.724,3.700,,,75.4,250,23.6,25.6,,,,15.94,3.760,82.70,56.40,0.176,1.641,506,8.08,0.135,0.765,0.141,,0.594,10.050,5.601,1.654,1.642,0.062,0.806,0.222,0.269,0.266,764,7,47,49,0,8,12,,,0,0,8,6,,0,,0,5,3,8,0,,0,0,0,,,,0,,,4,4,,,,6,0,0,,,0,0,,,0,0,0,,0,0,0,0,0,,313,,,,511,,,,,,,,,,
2310,6260,4,176,6/25/14,16:54:00,16:54:32,176.704,176.705,41815.7042,41815.7045,34.218,-120.468,2200,,,,2014,,,,1.855,76,411,551,4.00,572,258,73.6,16.30,3.928,3.600,,,77.1,252,23.9,26.0,,,,15.33,3.860,84.00,49.63,0.161,1.801,520,8.40,0.237,0.819,0.171,,1.313,8.740,6.262,1.855,1.788,0.080,1.035,0.293,0.529,0.230,677,11,51,83,8,13,17,,,0,0,13,6,,0,,4,4,4,0,0,,0,0,3,,,,9,,,0,0,,,,7,7,0,,,0,0,,,0,0,0,,0,0,3,0,0,,217,,,,711,113,,,,,,,,,
2323,4041,4,176,6/25/14,16:55:00,16:55:32,176.705,176.705,41815.7049,41815.7052,34.285,-120.453,1300,,,,2014,,,,1.840,71,412,531,43.00,519,232,72.1,16.20,3.728,3.560,,,69.5,241,23.7,23.8,,,,14.04,3.830,87.60,43.15,0.161,1.232,490,7.72,0.392,0.935,0.165,,2.689,7.080,7.228,2.194,1.707,0.051,1.075,0.163,0.244,0.568,606,19,32,52,4,9,7,,,0,0,4,0,,13,,5,0,4,5,0,,0,0,0,,,,0,,,0,0,,,,5,4,0,,,0,0,,,0,0,0,,0,0,0,0,0,,250,,,,822,165,,,,,,,,,
2308,8194,4,176,6/25/14,16:56:00,16:56:32,176.706,176.706,41815.7056,41815.7059,34.317,-120.393,700,,,,2014,,,,1.837,72,409,526,78.00,520,233,71.3,16.10,3.720,3.690,,,72.7,241,23.1,25.0,,,,14.50,3.940,87.10,45.68,0.213,1.201,494,7.99,0.372,1.059,0.175,,3.633,7.300,7.985,2.555,1.798,0.049,1.354,0.241,0.331,0.278,611,21,22,47,8,0,8,,,0,0,5,3,,18,,3,0,3,15,0,,0,0,4,,,,0,,,13,0,,,,5,4,0,,,0,0,,,0,0,0,,0,0,0,0,0,,317,,,,489,,,,,,,,,,
2309,6237,4,176,6/25/14,16:57:00,16:57:31,176.706,176.707,41815.7063,41815.7066,34.338,-120.322,530,,,,2014,,,,1.849,75,411,617,114.00,526,236,72.3,16.90,3.749,3.640,,,80.3,274,26.2,25.4,,,,14.33,3.970,85.20,42.02,0.270,1.344,560,8.56,0.575,1.343,0.200,,6.896,6.990,8.170,2.763,2.161,0.048,0.848,0.273,0.402,0.304,633,31,33,86,8,21,19,,,0,0,13,10,,10,,0,4,0,13,41,,0,0,0,,,,5,,,0,0,,,,8,10,3,,,9,3,,,5,5,9,,7,12,29,5,4,,275,,,,557,,,,,,,,,,
2324,4191,4,176,6/25/14,16:58:00,16:58:32,176.707,176.707,41815.7069,41815.7073,34.347,-120.242,520,,,,2014,,,,1.852,75,414,544,72.00,519,230,72.2,16.40,3.723,3.570,,,73.7,247,23.2,23.9,,,,14.94,3.840,83.30,47.38,0.307,1.530,501,8.18,0.520,1.312,0.223,,6.084,7.450,8.350,2.850,2.750,0.175,2.922,0.678,1.490,0.491,1129,79,61,513,18,80,183,,,0,0,89,54,,59,,17,12,5,17,0,,4,18,12,,,,3,,,7,8,,,,14,22,0,,,6,0,,,0,0,0,,0,0,0,0,0,,309,,,,1549,322,,,,,,,,,
6116,1270,4,176,6/25/14,16:59:00,16:59:37,176.708,176.708,41815.7076,41815.7081,34.353,-120.17,1100,,,,2014,,MBL run,,1.903,82,419,534,16.00,530,255,73.1,16.40,3.926,3.600,,,77.9,252,23.8,25.6,,,,17.29,4.210,83.20,46.67,0.355,1.827,501,8.16,0.708,1.545,0.349,,8.088,7.050,9.096,3.482,4.667,0.506,6.016,1.425,3.142,1.330,1429,80,78,894,21,151,277,,,0,0,127,71,,0,,23,16,6,9,4,,6,22,22,,,,0,,,8,4,,,,17,25,3,,,6,0,,,0,0,0,,0,0,0,0,0,,418,,,,469,141,,,,,,,,,
6117,1122,4,176,6/25/14,17:00:00,17:00:34,176.708,176.709,41815.7083,41815.7087,34.36,-120.075,1200,,,,2014,,MBL run,,1.915,83,419,630,7.00,523,237,72.8,17.10,3.820,3.650,,,92.4,294,26.3,27.2,,,,18.81,4.560,85.70,48.36,0.464,2.557,584,8.90,0.798,1.807,0.437,,11.126,7.620,9.867,4.528,6.818,0.702,7.681,1.872,4.251,2.978,1644,87,106,935,15,170,300,,,0,0,144,75,,0,,25,12,10,26,4,,6,22,18,,,,6,,,3,5,,,,36,43,6,,,12,5,,,5,5,7,,5,6,10,0,0,,583,,,,1328,233,,,,,,,,,
6102,1245,4,176,6/25/14,17:01:00,17:01:36,176.709,176.709,41815.7090,41815.7094,34.363,-120.012,1500,,,,2014,,MBL run,,1.907,123,420,562,55.00,520,231,71.8,16.40,3.777,3.630,,,96.7,284,25.4,27.7,,,,23.76,4.670,85.30,65.57,0.738,4.241,540,8.75,0.909,2.179,0.829,,25.219,8.280,10.690,4.474,5.814,0.666,6.645,1.681,3.711,3.725,2067,273,232,1098,51,197,409,,,0,0,269,124,,20,,35,25,10,14,6,,18,58,45,,,,14,,,36,18,,,,56,127,14,,,35,11,,,3,6,0,,0,5,0,5,0,,777,,,,1560,901,,,,,,,,,
6115,2007,4,176,6/25/14,17:01:45,17:01:20,176.710,176.709,41815.7095,41815.7093,34.368,-119.937,1500,,,,2014,,MBL run,,1.905,111,420,531,58.00,529,236,72.8,16.10,3.818,3.610,,,99.5,262,23.7,26.3,,,,20.09,4.380,83.30,65.85,1.188,2.838,505,7.88,0.957,2.096,0.531,,14.012,7.160,10.435,4.108,5.285,0.447,6.101,1.301,3.164,4.044,1676,260,221,972,51,178,384,,,0,0,264,118,,19,,42,22,0,19,35,,17,46,45,,,,14,,,36,10,,,,46,111,12,,,31,9,,,0,4,0,,0,4,0,4,0,,466,,,,613,494,,,,,,,,,
6118,1207,4,176,6/25/14,17:02:30,17:03:04,176.710,176.710,41815.7101,41815.7105,34.372,-119.882,1500,,,,2014,,MBL run,,1.886,102,418,565,59.00,520,236,72.8,16.40,3.818,3.700,,,84.0,264,23.8,27.8,,,,19.41,4.490,84.90,55.41,4.655,3.179,526,8.01,0.914,2.085,0.517,,13.941,8.100,9.741,4.367,5.290,0.412,5.878,1.469,3.227,3.623,1359,159,163,735,22,138,298,,,0,0,194,88,,24,,29,15,6,16,6,,10,34,32,,,,13,,,17,16,,,,35,75,9,,,22,7,,,0,4,0,,0,4,3,3,0,,509,,,,732,359,,,,,,,,,
6103,2130,4,176,6/25/14,17:03:15,17:03:50,176.711,176.711,41815.7106,41815.7110,34.373,-119.825,1510,,,,2014,,oil slicks,,1.872,92,415,553,63.00,519,233,72.2,16.30,3.758,3.610,,,82.0,260,24.1,25.8,,,,18.53,4.280,84.40,57.11,0.471,2.463,525,8.34,0.827,1.995,0.464,,23.419,7.730,10.067,4.007,4.762,0.396,5.614,1.396,3.129,3.210,1233,104,116,644,19,117,256,,,0,0,126,71,,6,,16,12,6,10,0,,7,24,24,,,,9,,,13,11,,,,26,45,5,,,11,4,,,0,0,0,,0,0,0,0,0,,463,,,,1159,459,,,,,,,,,
6114,1094,4,176,6/25/14,17:04:00,17:04:35,176.711,176.712,41815.7111,41815.7115,34.375,-119.768,1500,,,,2014,,,,1.885,98,416,524,21.00,527,236,72.9,16.10,3.783,3.600,,,78.1,249,23.7,25.0,,,,17.13,4.170,82.70,49.63,0.385,1.992,494,8.05,0.796,1.725,0.349,,10.412,7.310,9.201,4.202,5.138,0.618,5.785,1.342,2.866,3.010,1084,59,87,483,19,77,166,,,0,0,79,44,,0,,11,7,12,6,0,,3,12,13,,,,3,,,7,6,,,,17,24,0,,,4,0,,,0,0,0,,0,0,0,0,0,,344,,,,746,173,,,,,,,,,
6119,1005,4,176,6/25/14,17:04:45,17:05:20,176.712,176.712,41815.7116,41815.7120,34.382,-119.718,1600,,,,2014,,,,1.884,93,413,565,10.00,520,233,71.9,16.40,3.777,3.740,,,82.5,262,24.3,27.8,,,,17.74,4.350,85.10,49.35,0.347,2.188,523,8.99,0.688,1.632,0.342,,9.329,7.960,9.388,4.661,5.609,0.556,5.625,1.346,2.821,2.897,1023,37,81,384,0,59,113,,,0,0,55,32,,0,,9,5,6,7,0,,0,8,6,,,,0,,,7,4,,,,17,20,0,,,4,0,,,0,0,0,,0,0,0,0,0,,323,,,,693,301,,,,,,,,,
5006,1145,4,176,6/25/14,17:05:30,17:51:06,176.712,176.744,41815.7122,41815.7438,37.36,-120.762,1987,,,,2014,,Passed dairy,,1.909,84,409,547,8.00,520,234,72.6,16.30,3.761,3.660,,,82.8,271,24.2,27.5,,,,15.73,4.300,84.10,47.94,0.292,1.728,517,45.69,0.288,0.832,0.176,,0.699,9.370,6.065,2.106,2.067,0.228,1.369,0.322,0.715,2.707,683,59,77,177,20,22,28,,,0,0,52,18,,12,,17,9,0,4,0,,4,12,10,,,,0,,,7,0,,,,15,31,4,,,8,0,,,0,0,0,,0,0,0,0,0,,449,,,,1668,1741,,,,,,,,,
6104,1046,4,176,6/25/14,17:05:45,17:06:22,176.712,176.713,41815.7123,41815.7128,34.387,-119.638,2600,,,,2014,,,,1.856,83,406,524,2.00,520,231,71.5,16.20,3.699,3.550,,,73.7,248,23.7,24.9,,,,15.33,4.060,83.20,57.25,0.198,1.766,518,7.78,0.211,0.732,0.174,,1.611,9.770,5.474,1.766,1.736,0.116,1.188,0.215,0.448,0.906,811,23,57,122,9,19,41,,,0,0,19,13,,82,,4,10,4,8,0,,0,4,0,,,,0,,,7,5,,,,9,8,0,,,0,0,,,0,0,0,,0,0,0,0,0,,297,,,,1344,300,,,,,,,,,
6113,1230,4,176,6/25/14,17:15:00,17:15:52,176.719,176.719,41815.7188,41815.7194,35.083,-119.865,15100,,,,2014,,,,1.841,78,413,524,0.00,520,233,72.4,16.00,3.734,3.440,,,70.1,241,23.3,24.3,,,,13.14,3.740,82.80,44.13,0.161,1.322,518,7.80,0.065,0.630,0.139,,0.289,8.570,4.957,1.203,1.836,0.129,0.998,0.220,0.239,0.463,640,11,70,49,0,0,0,,,0,0,0,0,,0,,3,0,8,7,0,,0,0,0,,,,0,,,7,0,,,,9,5,0,,,0,0,,,0,0,0,,0,0,0,0,0,,243,,,,391,239,,,,,,,,,
6120,2166,4,176,6/25/14,17:16:00,17:16:44,176.719,176.720,41815.7194,41815.7200,35.177,-119.885,12800,,,,2014,,,,1.832,75,414,548,0.00,520,232,72.1,16.20,3.756,3.630,,,73.2,247,23.1,26.3,,,,13.44,4.040,84.00,44.42,0.100,1.424,530,8.01,0.090,0.626,0.150,,0.625,8.790,4.232,1.230,1.905,0.087,0.918,0.331,0.453,0.329,563,9,52,37,0,0,0,,,0,0,0,0,,0,,6,4,0,6,0,,0,0,0,,,,0,,,0,0,,,,8,8,0,,,0,0,,,0,0,0,,0,0,0,0,0,,256,,,,581,312,,,,,,,,,
6105,1233,4,176,6/25/14,17:17:00,17:17:34,176.720,176.721,41815.7201,41815.7205,35.26,-119.902,11000,,,,2014,,,,1.839,93,410,553,0.00,519,230,72.1,16.10,3.714,3.520,,,73.4,251,24.3,25.6,,,,17.76,4.090,83.70,69.94,0.249,1.922,554,8.37,0.090,0.545,0.130,,0.652,13.110,4.996,1.710,1.896,0.125,1.303,0.238,0.300,0.241,674,10,96,54,0,4,7,,,0,0,0,4,,0,,0,0,3,10,0,,0,0,0,,,,0,,,0,0,,,,18,0,0,,,0,0,,,0,0,0,,0,0,0,0,0,,421,,,,911,366,,,,,,,,,
6112,1088,4,176,6/25/14,17:18:00,17:18:48,176.721,176.721,41815.7208,41815.7214,35.337,-119.918,10600,,,,2014,,,,1.862,98,413,535,0.00,522,235,72.5,16.30,3.749,3.590,,,73.2,249,24.1,25.8,,,,16.84,4.130,83.50,58.37,0.172,1.946,519,8.19,0.056,0.631,0.137,,0.369,10.770,4.784,1.850,2.484,0.166,1.360,0.283,0.410,0.246,876,8,88,67,0,0,7,,,0,0,0,0,,0,,5,4,5,7,0,,0,0,0,,,,0,,,0,0,,,,12,0,0,,,0,0,,,0,0,0,,0,0,0,0,0,,217,,,,395,,,,,,,,,,
6121,2189,4,176,6/25/14,17:19:00,17:19:44,176.722,176.722,41815.7215,41815.7220,35.417,-119.935,9300,,,,2014,,,,1.863,91,412,538,0.00,572,259,73.6,16.20,3.961,3.640,,,72.9,249,22.7,26.6,,,,17.38,4.100,83.60,53.72,0.162,1.848,527,7.89,0.052,0.666,0.174,,0.391,10.900,4.777,1.929,2.766,0.153,1.540,0.394,0.534,0.408,783,9,76,46,0,7,14,,,0,0,3,0,,0,,7,0,3,5,4,,0,0,0,,,,0,,,0,0,,,,11,3,0,,,0,0,,,0,0,0,,0,0,0,0,0,,230,,,,653,,,,,,,,,,
6106,1049,4,176,6/25/14,17:20:00,17:20:43,176.722,176.723,41815.7222,41815.7227,35.49,-119.948,7970,,,,2014,,,,1.824,83,411,550,0.00,520,232,72.3,16.30,3.730,3.540,,,75.9,250,24.2,25.1,,,,14.98,3.950,83.50,61.34,0.168,1.632,542,8.13,0.068,0.699,0.135,,0.435,11.030,4.846,1.568,1.734,0.074,0.694,0.253,0.231,0.299,611,5,56,42,0,0,0,,,0,0,6,0,,0,,0,0,14,6,0,,0,0,0,,,,0,,,6,0,,,,8,3,0,,,0,0,,,0,0,0,,0,0,0,0,0,,258,,,,1023,223,,,,,,,,,
6111,2123,4,176,6/25/14,17:21:00,17:21:40,176.723,176.723,41815.7229,41815.7234,35.567,-119.963,6700,,,,2014,,,,1.845,83,414,566,1.00,527,237,73.2,16.60,3.768,3.640,,,75.0,260,24.4,24.7,,,,15.14,4.030,83.90,53.86,0.147,1.633,558,9.39,0.190,0.620,0.143,,0.200,10.550,4.945,1.658,1.994,0.117,0.834,0.207,0.331,0.161,617,14,64,33,9,3,7,,,0,0,0,0,,0,,0,3,6,6,4,,0,0,0,,,,0,,,0,0,,,,9,6,0,,,0,0,,,0,0,0,,0,0,0,0,0,,314,,,,546,113,,,,,,,,,
6122,2022,4,176,6/25/14,17:22:00,17:22:34,176.724,176.724,41815.7236,41815.7240,35.642,-119.98,5350,,,,2014,,,,1.845,87,423,553,0.00,521,237,72.5,16.30,3.785,3.590,,,75.1,254,23.6,25.4,,,,16.11,4.050,83.10,52.45,0.166,1.627,526,7.98,0.163,0.642,0.137,,0.278,10.640,5.357,1.831,1.815,0.121,0.784,0.188,0.300,0.165,662,16,54,26,16,0,0,,,0,0,0,0,,0,,7,0,4,5,0,,0,0,0,,,,0,,,0,0,,,,8,0,0,,,0,0,,,0,0,0,,0,0,0,0,0,,284,,,,411,107,,,,,,,,,
6107,1186,4,176,6/25/14,17:23:00,17:23:38,176.724,176.725,41815.7243,41815.7247,35.712,-120.012,3900,,,,2014,,,,1.850,83,413,530,0.00,519,231,71.7,16.20,3.730,3.610,,,75.7,248,23.3,24.8,,,,15.46,4.100,83.50,58.66,0.154,1.641,507,8.16,0.528,0.716,0.137,,0.562,9.980,5.426,1.674,1.595,0.103,0.952,0.115,0.291,0.302,725,14,51,94,7,10,32,,,0,0,10,8,,0,,3,4,8,4,0,,0,0,0,,,,0,,,0,0,,,,8,6,0,,,0,0,,,0,0,0,,0,0,0,0,0,,245,,,,1195,167,,,,,,,,,
6110,1068,4,176,6/25/14,17:24:00,17:24:33,176.725,176.725,41815.7250,41815.7254,35.775,-120.038,2750,,,,2014,,,,1.858,88,413,563,1.00,527,236,73.5,16.40,3.774,3.650,,,77.8,262,24.8,26.3,,,,15.16,4.240,84.40,55.41,0.229,1.933,530,9.57,0.327,0.697,0.178,,0.433,8.420,6.277,2.292,2.807,0.296,2.592,0.631,1.379,0.377,1017,53,69,342,20,53,126,,,0,0,52,30,,0,,7,11,9,12,0,,0,9,4,,,,0,,,3,7,,,,12,16,0,,,0,0,,,0,0,0,,0,0,0,0,0,,388,,,,1213,172,,,,,,,,,
6123,1190,4,176,6/25/14,17:25:00,17:25:36,176.726,176.726,41815.7257,41815.7261,35.843,-120.068,2650,,,,2014,,,,1.865,94,410,534,0.00,522,237,73.6,16.30,3.806,3.470,,,78.5,252,24.1,24.7,,,,15.20,4.180,83.40,44.27,0.191,1.648,515,9.37,0.269,0.672,0.178,,0.415,7.560,6.172,2.173,2.264,0.258,2.060,0.478,1.054,1.303,997,40,58,362,10,59,127,,,0,0,56,31,,0,,10,15,6,11,0,,0,8,6,,,,0,,,12,4,,,,11,18,0,,,0,0,,,0,0,0,,0,0,0,0,0,,327,,,,682,,,,,,,,,,
6108,1050,4,176,6/25/14,17:26:00,17:26:36,176.726,176.727,41815.7264,41815.7268,35.908,-120.095,2650,,,,2014,,,,1.872,88,412,528,0.00,520,231,72.9,16.20,3.715,3.530,,,77.0,246,23.7,25.5,,,,14.93,4.040,82.70,53.16,0.215,1.841,500,8.41,0.264,0.645,0.174,,0.725,8.150,6.345,2.135,2.307,0.281,2.867,0.445,1.100,1.012,971,38,55,290,11,50,91,,,0,0,45,25,,0,,11,14,8,5,0,,0,9,7,,,,0,,,5,0,,,,15,20,0,,,0,0,,,0,0,0,,0,0,0,0,0,,354,,,,1039,183,,,,,,,,,
6109,2225,4,176,6/25/14,17:27:00,17:27:37,176.727,176.728,41815.7271,41815.7275,35.97,-120.122,2650,,,,2014,,,,1.861,84,414,603,0.00,528,239,73.5,17.00,3.787,3.690,,,83.0,279,26.2,26.8,,,,15.09,4.230,84.90,49.49,0.206,1.832,577,9.51,0.242,0.680,0.164,,0.329,8.610,5.925,2.387,2.974,0.337,1.912,0.451,1.018,1.088,840,43,54,216,17,36,68,,,0,0,31,17,,0,,8,9,5,14,5,,0,7,5,,,,0,,,0,4,,,,12,14,0,,,4,0,,,0,0,4,,3,4,7,0,0,,500,,,,872,265,,,,,,,,,
6124,1188,4,176,6/25/14,17:28:15,17:28:47,176.728,176.728,41815.7280,41815.7283,36.035,-120.16,2650,,,,2014,,,,1.877,90,415,539,0.00,527,238,73.8,16.20,3.816,3.640,,,77.3,250,23.6,25.8,,,,15.46,4.100,83.00,47.94,0.278,1.832,506,8.58,0.244,0.668,0.181,,0.326,8.570,5.925,1.990,2.186,0.245,1.970,0.528,1.056,0.888,806,30,58,213,7,38,88,,,0,0,40,22,,0,,9,13,12,14,0,,0,6,3,,,,0,,,3,6,,,,11,19,0,,,0,0,,,0,0,0,,0,0,0,0,0,,327,,,,676,,,,,,,,,,
5016,1012,4,176,6/25/14,17:30:00,17:30:38,176.729,176.730,41815.7292,41815.7296,36.155,-120.202,2196,,,,2014,,,,1.860,84,410,541,0.00,520,231,71.3,16.20,3.719,3.520,,,76.2,249,23.1,25.2,,,,14.90,3.960,83.90,50.20,0.207,1.872,512,8.73,0.216,0.725,0.174,,0.685,9.450,7.350,2.728,2.865,0.445,2.122,0.366,1.213,0.853,744,38,53,144,13,30,47,,,0,0,28,13,,0,,5,8,3,4,3,,0,4,3,,,,0,,,4,0,,,,13,10,0,,,0,0,,,0,0,0,,0,0,0,0,0,,614,,,,1367,246,,,,,,,,,
5017,1235,4,176,6/25/14,17:31:00,17:31:38,176.730,176.730,41815.7299,41815.7303,36.217,-120.23,1473,,,,2014,,Harris Ranch,,1.861,85,413,596,7.00,533,239,74.3,16.90,3.760,3.740,,,88.8,277,26.0,27.6,,,,14.54,4.340,85.40,55.98,0.246,2.150,591,9.33,0.343,0.734,0.239,,0.775,9.220,10.943,3.272,4.874,0.806,3.965,0.658,2.336,0.890,743,100,78,318,19,25,52,,,0,0,50,20,,0,,13,16,8,5,7,,3,10,6,,,,0,,,51,0,,,,24,26,5,,,12,4,,,7,7,11,,4,7,8,4,5,,731,,,,3756,489,,,,,,,,,
5002,1252,4,176,6/25/14,17:31:45,17:32:24,176.730,176.731,41815.7304,41815.7308,36.27,-120.253,1504,,,,2014,,,,1.866,94,410,559,3.00,524,235,73.0,16.50,3.765,3.680,,,79.5,266,25.5,27.3,,,,16.11,4.270,85.20,47.66,0.339,1.971,557,9.40,0.332,0.747,0.267,,1.035,9.620,7.145,3.200,3.466,0.508,3.375,0.684,1.780,1.451,820,94,105,386,41,63,105,,,0,3,72,31,,3,,9,12,5,0,0,,4,12,8,,,,0,,,6,6,,,,21,27,0,,,5,0,,,0,0,0,,0,0,0,0,0,,964,,,,2692,445,,,,,,,,,
